"","popularity","acousticness","danceability","duration_ms","energy","liveness","loudness","speechiness","tempo","valence","length_title"
"446",23,0.00305,0.797,249067,0.812,0.1,-8.396,0.0531,130.08,0.652,5
"448",22,0.000204,0.571,256960,0.877,0.0663,-4.913,0.0471,182.017,0.653,26
"450",49,0.0678,0.607,364770,0.844,0.133,-10.726,0.0605,160.03,0.26,9
"451",31,0.00105,0.739,205161,0.919,0.0303,-4.423,0.0604,124.022,0.495,27
"453",46,0.00246,0.33,258000,0.632,0.0855,-5.117,0.0315,141.957,0.0393,9
"454",26,0.0044,0.703,402200,0.892,0.267,-8.415,0.064,118.659,0.869,42
"455",38,0.00245,0.493,263164,0.961,0.129,-4.689,0.161,159.993,0.324,14
"456",48,0.314,0.616,390987,0.525,0.112,-9.827,0.0686,106.749,0.0904,10
"459",35,0.543,0.587,285173,0.533,0.0519,-9.947,0.0314,149.309,0.76,31
"463",50,0.0794,0.714,181888,0.908,0.131,-1.471,0.055,149.852,0.593,4
"464",24,0.0108,0.685,196286,0.375,0.102,-10.626,0.0287,140.116,0.151,6
"465",35,0.0556,0.731,274373,0.851,0.102,-6.964,0.0351,101.993,0.694,22
"466",46,0.24,0.7,331093,0.387,0.219,-12.855,0.0566,120.008,0.165,15
"467",65,0.102,0.679,191160,0.985,0.33,-3.357,0.0617,124.953,0.462,41
"468",30,0.69,0.305,136562,0.364,0.361,-12.858,0.0273,141.957,0.159,56
"471",43,0.00168,0.666,248727,0.93,0.341,-3.826,0.0406,110.018,0.13,14
"473",36,0.107,0.69,238500,0.977,0.141,-3.856,0.0747,130.994,0.294,26
"474",49,0.0161,0.776,340787,0.362,0.119,-6.793,0.065,118.965,0.339,13
"476",22,0.00163,0.622,281824,0.969,0.324,-3.668,0.161,141.957,0.193,30
"478",25,0.0059299999999999,0.83,130265,0.932,0.189,-4.055,0.0826,112.412,0.163,6
"479",35,0.0548,0.794,239520,0.666,0.208,-9.137,0.0503,114.01,0.265,13
"480",63,0.137,0.72,212571,0.633,0.122,-5.212,0.0633,140.027,0.634,17
"481",40,0.0066099999999999,0.69,238978,0.951,0.103,-1.835,0.103,145,0.369,5
"484",45,0.0126,0.568,211401,0.853,0.337,-7.276,0.113,141.957,0.662,33
"485",58,0.0596,0.645,195692,0.736,0.218,-6.132,0.1,129.915,0.534,14
"486",38,0.53,0.431,354521,0.314,0.114,-18.958,0.0625,140.489,0.0666,3
"487",40,1.08e-05,0.628,187733,0.72,0.0332,-6.052,0.0598,111.942,0.514,17
"488",30,0.142,0.735,373192,0.704,0.113,-7.552,0.0428,124,0.449,39
"489",49,0.291,0.798,401574,0.927,0.271,-10.144,0.0762,121.999,0.874,6
"491",43,3.06e-06,0.18,192960,0.735,0.087,-5.748,0.0529,151.622,0.154,11
"494",34,0.00569,0.38,186000,0.584,0.346,-9.566,0.0741,190.709,0.402,8
"495",40,0.0002319999999999,0.156,373840,0.975,0.133,-4.992,0.164,175.017,0.108,16
"498",50,0.000109,0.486,222912,0.87,0.127,-3.486,0.0482,141.957,0.248,12
"499",41,0.000512,0.692,236719,0.879,0.118,-4.697,0.0303,128.004,0.0859,39
"500",36,0.0557,0.558,128400,0.732,0.45,-6.497,0.0401,99.975,0.0467,16
"501",30,0.00659,0.518,274867,0.697,0.112,-4.722,0.042,139.812,0.213,7
"502",37,0.192,0.752,210043,0.392,0.252,-12.309,0.0409,99.962,0.619,17
"503",1,0.115,0.53,172500,0.538,0.148,-12.997,0.125,141.957,0.508,32
"506",37,0.0114,0.64,205061,0.789,0.113,-6.875,0.0597,141.957,0.0685,17
"507",77,0.00178,0.674,121160,0.789,0.0754,-6.903,0.0676,129.804,0.918,32
"508",51,3.41e-05,0.587,269240,0.805,0.17,-9.137,0.036,102.402,0.744,30
"510",35,0.0376,0.416,266925,0.904,0.159,-3.621,0.061,141.957,0.285,5
"511",50,0.00116,0.719,199212,0.801,0.0719,-4.612,0.0409,100.03,0.85,6
"512",42,0.0003819999999999,0.596,227200,0.978,0.262,-1.189,0.0943,149.976,0.406,12
"513",33,0.0282,0.285,206693,0.535,0.151,-7.824,0.0294,174.027,0.321,19
"514",58,0.00642,0.736,231111,0.691,0.107,-5.682,0.0722,81.016,0.562,34
"515",36,0.233,0.253,249400,0.373,0.182,-13.564,0.0804,200.145,0.301,13
"516",33,0.00104,0.667,164776,0.814,0.302,-7.081,0.0499,133.985,0.924,12
"518",33,0.019,0.8,265065,0.803,0.199,-4.085,0.156,91.02,0.488,48
"519",36,0.0129,0.487,93103,0.56,0.0884,-8.321,0.0333,145.169,0.317,7
"520",42,3.88e-05,0.308,252178,0.973,0.42,-1.978,0.152,141.957,0.277,9
"521",29,0.593,0.799,348571,0.646,0.102,-9.123,0.0264,104.987,0.739,4
"526",39,0.0758,0.628,332760,0.625,0.48,-9.224,0.0465,172.154,0.148,14
"527",38,0.000113,0.651,271875,0.952,0.137,-2.26,0.0868,127.997,0.315,10
"529",35,0.564,0.401,373305,0.47,0.101,-13.234,0.0562,71.674,0.227,6
"530",42,0.0997,0.282,197500,0.813,0.101,-3.402,0.076,143.937,0.375,47
"531",42,0.00317,0.716,243750,0.899,0.362,-5.638,0.0525,128.004,0.486,11
"532",31,0.00358,0.596,206400,0.456,0.341,-8.287,0.0461,149.969,0.445,8
"533",32,0.00224,0.591,152293,0.707,0.406,-6.562,0.12,144.851,0.252,8
"534",28,0.00834,0.801,143592,0.825,0.27,-3.834,0.053,146.031,0.6,5
"535",39,0.057,0.489,230893,0.574,0.174,-6.415,0.174,127.743,0.0681,31
"536",44,0.0455,0.87,217187,0.872,0.0662,-2.245,0.0543,123.993,0.266,6
"538",23,0.00147,0.655,274286,0.708,0.0954,-5.956,0.0774,69.867,0.108,6
"539",43,0.185,0.567,307880,0.754,0.11,-13.227,0.0719,188.017,0.0446,21
"540",49,0.0355,0.603,322000,0.56,0.422,-10.381,0.0448,111.005,0.11,8
"542",55,0.396,0.586,230787,0.856,0.0895,-5.241,0.0432,110.022,0.689,13
"544",41,0.144,0.841,209747,0.898,0.122,-6.408,0.135,92.97,0.552,59
"545",43,0.0166,0.371,242118,0.667,0.364,-5.328,0.0596,170.013,0.234,21
"548",43,0.000259,0.599,222107,0.878,0.0829,-7.759,0.0387,144.029,0.814,11
"552",37,0.0187,0.508,257107,0.902,0.307,-3.263,0.0297,168.422,0.514,22
"555",43,0.0266,0.574,243933,0.749,0.197,-5.778,0.115,141.957,0.582,11
"557",43,0.0164,0.468,195280,0.388,0.332,-16.022,0.0606,107.996,0.316,11
"560",33,0.0499,0.805,312459,0.627,0.2,-8.635,0.0961,137.606,0.807,11
"561",44,0.00145,0.642,213512,0.877,0.0984,-2.878,0.045,126.058,0.496,4
"562",45,0.219,0.655,229714,0.663,0.173,-6.068,0.0479,139.958,0.359,10
"563",41,0.222,0.892,164727,0.526,0.0714,-11.588,0.0648,109.988,0.582,37
"564",51,0.0603,0.474,182400,0.731,0.133,-3.072,0.0812,149.874,0.199,19
"566",51,0.0049,0.449,249600,0.963,0.227,-2.041,0.0734,149.854,0.124,3
"567",35,0.000988,0.851,390507,0.569,0.154,-3.453,0.0375,123.014,0.516,26
"571",25,0.0031,0.66,208560,0.991,0.061,-5.288,0.055,121.467,0.796,29
"572",59,0.0074,0.647,237960,0.817,0.124,-4.466,0.0814,118.082,0.277,4
"573",47,0.000352,0.719,198000,0.668,0.0851,-6.35,0.0479,99.995,0.166,12
"574",49,0.881,0.629,295867,0.583,0.104,-11.235,0.0445,119.078,0.261,10
"575",40,0.0126,0.588,276935,0.857,0.103,-5.212,0.177,141.957,0.263,23
"578",37,0.0041,0.526,198109,0.99,0.0967,-1.441,0.105,127.912,0.416,5
"579",45,0.0102,0.71,238753,0.686,0.102,-6.418,0.0289,117.994,0.702,53
"581",43,0.0916,0.448,153231,0.805,0.138,-7.31,0.0583,129.971,0.0658,12
"583",35,0.0003549999999999,0.513,255181,0.746,0.113,-5.524,0.0427,128.008,0.442,9
"584",39,0.0127,0.488,233719,0.65,0.0661,-6.163,0.0564,140,0.0395,26
"587",41,0.442,0.569,343133,0.486,0.108,-12.578,0.0259,130.103,0.457,21
"588",47,0.000315,0.7,209524,0.885,0.285,-1.72,0.0301,141.957,0.342,14
"589",31,2.57e-06,0.293,355960,0.648,0.103,-6.755,0.179,139.19,0.161,44
"590",39,0.065,0.628,187115,0.809,0.124,-2.806,0.0383,145.099,0.378,11
"591",43,0.631,0.198,276067,0.49,0.16,-10.245,0.0347,78.448,0.0757,9
"593",38,0.599,0.558,393622,0.658,0.657,-9.023,0.0373,75.012,0.175,12
"595",49,0.0997,0.758,281143,0.746,0.151,-11.39,0.0639,142.994,0.212,3
"597",28,0.624,0.54,328008,0.547,0.0874,-14.109,0.0444,160.019,0.178,8
"598",39,0.0248,0.358,249750,0.725,0.113,-4.33,0.0361,139.813,0.103,9
"599",40,0.0268,0.451,288696,0.92,0.204,-2.873,0.0801,137.928,0.205,36
"601",37,0.0833,0.736,218312,0.882,0.354,-4.285,0.0398,126.012,0.517,44
"602",30,0.276,0.831,227029,0.744,0.642,-4.33,0.08,158.01,0.324,7
"603",33,0.00243,0.601,218012,0.725,0.0559,-6.043,0.0246,94.984,0.47,10
"604",28,0.00554,0.609,188800,0.888,0.767,-1.692,0.0639,150.043,0.354,7
"606",41,0.684,0.397,302227,0.546,0.112,-9.845,0.0281,119.98,0.297,16
"608",46,0.00399,0.579,241702,0.79,0.101,-4.683,0.0468,144.998,0.233,44
"609",43,0.387,0.657,206522,0.679,0.0833,-6.57,0.027,109.572,0.441,16
"610",41,0.000455,0.521,277873,0.752,0.111,-7.221,0.0243,102.518,0.0724,23
"612",27,0.0118,0.589,163200,0.981,0.518,-2.311,0.156,149.956,0.449,16
"613",36,0.0224,0.426,326413,0.674,0.123,-4.843,0.0513,141.957,0.315,4
"614",49,0.00365,0.555,330107,0.959,0.135,-7.201,0.0425,100.03,0.288,8
"618",34,0.366,0.67,329266,0.679,0.102,-17.153,0.0572,93.992,0.269,28
"619",37,0.0008039999999999,0.406,246067,0.985,0.799,-5.82,0.16,146.913,0.1,14
"620",37,0.00349,0.575,273808,0.516,0.133,-9.54,0.0368,110.031,0.0946,33
"623",40,0.14,0.66,224281,0.886,0.223,-4.12,0.0485,139.978,0.353,9
"624",49,0.0678,0.767,347347,0.787,0.43,-8.28,0.0566,121.102,0.839,6
"625",29,0.0789,0.611,262533,0.556,0.453,-8.281,0.0773,141.957,0.204,4
"626",39,0.0648,0.739,219828,0.584,0.259,-5.485,0.0542,93.997,0.59,16
"627",26,0.159,0.687,303440,0.63,0.105,-9.82,0.0461,126.004,0.108,16
"630",37,0.000757,0.599,219375,0.993,0.487,-1.026,0.107,127.998,0.343,5
"631",43,0.000303,0.546,219200,0.972,0.109,-2.77,0.0939,150.013,0.293,12
"632",30,0.0737,0.826,223623,0.803,0.0843,-6.425,0.0872,126,0.622,8
"633",30,0.00762,0.784,315143,0.642,0.111,-8.399,0.0442,104.995,0.396,7
"634",21,0.193,0.318,364527,0.398,0.0821,-11.675,0.0368,141.957,0.0794,18
"635",64,0.00903,0.764,234240,0.759,0.0746,-5.443,0.0413,128.999,0.937,19
"636",38,6.04e-06,0.702,287840,0.567,0.1,-5.468,0.0897,115.316,0.705,27
"637",40,0.00746,0.554,206667,0.99,0.222,-0.926,0.179,143.966,0.507,28
"638",34,0.116,0.407,246866,0.534,0.111,-3.41,0.0337,140.232,0.11,45
"640",48,0.657,0.646,316304,0.634,0.109,-9.657,0.0429,95.019,0.124,6
"641",29,0.00385,0.625,217625,0.901,0.329,-5.789,0.0461,150.005,0.199,10
"642",21,0.0517,0.744,234733,0.581,0.104,-12.16,0.0989,156.548,0.343,25
"643",44,0.544,0.691,401333,0.522,0.109,-9.969,0.0286,113.001,0.256,11
"645",38,0.477,0.82,339319,0.593,0.22,-10.251,0.0404,113.377,0.312,9
"646",32,0.353,0.602,341253,0.556,0.113,-11.19,0.0326,130.019,0.218,29
"650",35,0.0196,0.537,281496,0.87,0.127,-6.33,0.0354,139.994,0.488,10
"651",49,0.000868,0.694,228028,0.831,0.653,-7.963,0.0448,101.989,0.101,18
"652",62,0.72,0.774,210467,0.244,0.379,-9.748,0.0299,103.464,0.421,8
"653",44,0.0193,0.603,152000,0.515,0.137,-12.356,0.0412,119.962,0.158,25
"654",42,0.0284,0.566,198400,0.824,0.11,-3.906,0.0862,149.876,0.291,8
"655",29,0.287,0.784,186547,0.659,0.3,-9.45,0.0962,141.957,0.793,14
"656",39,0.0279,0.765,268800,0.674,0.0951,-4.165,0.086,104.008,0.354,16
"658",58,0.0535,0.663,317974,0.864,0.389,-3.452,0.148,173.035,0.28,26
"659",42,0.759,0.677,273200,0.383,0.107,-10.905,0.0353,109.985,0.355,9
"660",42,0.0211,0.703,235781,0.979,0.0797,-3.245,0.13,128.034,0.276,14
"661",33,0.0107,0.72,249000,0.815,0.687,-7.481,0.0656,160.087,0.431,11
"662",21,0.0424,0.562,413867,0.939,0.11,-6.904,0.0569,101.992,0.0745,13
"665",42,0.00242,0.479,151795,0.909,0.354,-6.626,0.0535,116.986,0.408,6
"666",37,0.888,0.787,284667,0.416,0.312,-15.913,0.164,150.487,0.347,16
"667",44,0.0507,0.591,405013,0.559,0.129,-10.384,0.0332,136.476,0.616,7
"669",33,0.0201,0.257,265560,0.961,0.263,-1.269,0.0748,141.957,0.211,13
"671",41,0.14,0.419,190552,0.712,0.371,-8.079,0.086,141.957,0.141,25
"672",52,0.531,0.664,298373,0.644,0.251,-9.334,0.0352,79.526,0.646,27
"674",34,0.108,0.542,279813,0.682,0.11,-9.154,0.0256,110.021,0.368,12
"675",47,0.000171,0.619,312707,0.751,0.109,-11.049,0.051,145.092,0.432,40
"676",41,0.0383,0.345,227671,0.926,0.893,-3.268,0.106,146.013,0.227,5
"677",31,0.00647,0.817,177707,0.902,0.12,-5.021,0.18,96.971,0.53,8
"678",50,0.0106,0.725,191790,0.75,0.197,-6.504,0.0385,92.909,0.207,16
"679",75,0.0422,0.775,337560,0.585,0.077,-9.516,0.0271,141.957,0.518,13
"680",34,0.19,0.69,234098,0.797,0.0891,-12.458,0.0408,141.957,0.234,10
"681",47,0.153,0.458,264031,0.764,0.0781,-4.08,0.0491,79.869,0.31,22
"682",36,0.0242,0.842,282267,0.717,0.145,-7.277,0.0791,99.993,0.522,9
"683",45,0.164,0.257,249573,0.805,0.32,-5.119,0.0889,87.019,0.494,18
"684",38,0.254,0.653,222500,0.852,0.0785,-7.214,0.0375,97.375,0.252,21
"685",30,0.000405,0.666,272571,0.955,0.551,-3.62,0.0391,94.982,0.553,19
"687",58,0.12,0.823,173649,0.741,0.348,-7.99,0.132,124.985,0.294,6
"688",40,0.0001419999999999,0.434,233357,0.988,0.0758,-2.037,0.111,174.07,0.336,15
"689",38,2.68e-05,0.405,242489,0.902,0.0846,-3.096,0.0687,74.956,0.177,10
"690",36,4.77e-05,0.616,222253,0.884,0.327,-3.675,0.0375,129.958,0.624,19
"691",29,0.0026,0.447,219187,0.906,0.368,-3.637,0.0814,127.987,0.188,58
"693",36,0.00126,0.752,282067,0.695,0.108,-11.403,0.0602,142.008,0.662,14
"696",36,0.494,0.247,207960,0.296,0.0763,-13.472,0.0437,184.154,0.123,5
"697",66,0.0351,0.559,267750,0.805,0.122,-3.54,0.0703,80.087,0.286,7
"699",24,0.00147,0.446,243997,0.782,0.237,-4.455,0.0493,137.009,0.65,8
"700",39,0.000233,0.663,238400,0.965,0.328,-1.788,0.0826,150.026,0.544,7
"703",42,0.067,0.716,265494,0.631,0.115,-5.274,0.0259,110.027,0.754,24
"704",50,0.0236,0.883,311480,0.812,0.291,-6.367,0.0945,103.477,0.667,17
"706",44,0.311,0.807,192667,0.905,0.0823,-5.454,0.0711,93.003,0.637,15
"707",53,0.053,0.291,210000,0.686,0.143,-5.7,0.0435,160.058,0.0883,11
"708",55,6.08e-05,0.403,226467,0.754,0.529,-5.256,0.0441,136.021,0.398,4
"710",54,0.0858,0.904,250587,0.665,0.145,-4.375,0.0464,141.957,0.598,29
"711",36,0.137,0.609,224512,0.504,0.116,-8.681,0.0979,141.957,0.285,17
"712",40,0.0926,0.774,205719,0.657,0.0378,-3.901,0.0928,139.978,0.5,9
"713",40,0.00159,0.502,344747,0.677,0.108,-6.131,0.0644,129.995,0.0741,6
"714",38,0.000384,0.438,279867,0.969,0.795,-4.858,0.1,141.532,0.316,18
"715",32,0.0277,0.668,235540,0.763,0.0678,-5.585,0.084,111.993,0.398,28
"716",49,0.000231,0.603,174400,0.93,0.307,-3.612,0.064,150.038,0.575,7
"717",39,0.000101,0.542,272000,0.979,0.573,-2.286,0.0772,159.931,0.637,9
"718",51,0.00564,0.606,168008,0.862,0.171,-3.718,0.0609,80.004,0.253,9
"719",29,0.00482,0.712,225908,0.739,0.119,-8.126,0.0289,124.991,0.0674,19
"720",42,0.0090099999999999,0.633,260453,0.56,0.152,-5.813,0.0437,138.039,0.363,16
"721",40,0.0206,0.571,187200,0.996,0.312,-1.408,0.1,150.017,0.486,7
"722",54,8.6e-05,0.499,414080,0.975,0.0258,-4.504,0.0538,109.997,0.509,19
"723",42,0.602,0.768,226020,0.674,0.277,-5.816,0.0364,85.978,0.664,16
"724",22,0.701,0.533,286373,0.651,0.0847,-9.748,0.0402,144.01,0.344,22
"725",33,0.00234,0.657,241405,0.953,0.383,-4.06,0.0592,127.97,0.319,31
"727",30,0.189,0.444,63867,0.435,0.132,-12.766,0.0357,91.631,0.145,18
"729",38,0.273,0.425,242267,0.483,0.113,-9.933,0.0613,147.283,0.168,10
"730",54,0.00255,0.702,243627,0.851,0.322,-5.747,0.0407,117.004,0.87,18
"731",35,0.0352,0.488,300173,0.741,0.409,-7.173,0.0527,120.037,0.425,30
"732",40,0.0337,0.774,228859,0.619,0.146,-5.799,0.076,130.02,0.429,8
"733",34,0.764,0.518,227547,0.484,0.622,-9.524,0.0271,97.022,0.376,28
"734",35,0.011,0.794,247641,0.524,0.103,-10.79,0.0598,94.808,0.114,11
"736",29,0.02,0.468,218373,0.638,0.0696,-14.47,0.0687,141.957,0.41,32
"738",34,0.0778,0.543,198400,0.643,0.176,-7.846,0.0458,150.056,0.304,4
"739",40,0.208,0.604,212727,0.641,0.214,-7.883,0.0467,109.981,0.206,7
"741",50,0.00115,0.663,181133,0.867,0.147,-5.494,0.0783,144.99,0.818,16
"744",39,0.00155,0.848,245760,0.718,0.0261,-6.652,0.124,124.996,0.779,21
"745",41,0.192,0.828,235227,0.895,0.432,-5.528,0.0615,153.024,0.972,15
"746",30,0.00235,0.625,192800,0.891,0.247,-4.624,0.0494,149.959,0.109,9
"747",47,0.149,0.18,109353,0.719,0.131,-5.789,0.0993,163.801,0.1,13
"748",37,0.00059,0.591,157200,0.954,0.201,-0.911,0.11,141.957,0.0584,7
"749",30,0.0236,0.697,147611,0.533,0.107,-6.778,0.0368,109.983,0.269,11
"751",34,0.518,0.555,387787,0.906,0.212,-5.196,0.0342,126.982,0.478,11
"752",59,0.000518,0.528,223448,0.983,0.18,-3.133,0.146,141.957,0.141,43
"753",53,8.49e-05,0.801,241951,0.812,0.0559999999999999,-3.171,0.0382,122.979,0.224,10
"754",41,0.00581,0.81,407542,0.559,0.115,-11.41,0.0523,118.998,0.689,6
"755",44,2.46e-05,0.373,267400,0.957,0.363,-3.453,0.0586,150.001,0.224,11
"756",35,0.247,0.575,343800,0.776,0.354,-6.554,0.15,92.088,0.304,36
"758",49,0.00138,0.675,310411,0.827,0.68,-4.292,0.0363,139.928,0.0402,11
"759",33,0.0202,0.587,225937,0.827,0.11,-4.997,0.0599,127.962,0.333,24
"761",41,0.0858,0.686,219907,0.797,0.0877,-5.365,0.0328,142.072,0.154,13
"762",36,0.0017699999999999,0.682,255000,0.879,0.0872,-4.709,0.0535,127.977,0.25,4
"764",63,0.0062299999999999,0.643,192993,0.991,0.88,-1.903,0.0865,124.068,0.649,38
"766",41,0.0258,0.389,170143,0.854,0.209,-6.219,0.0671,140.03,0.125,5
"767",43,0.0659,0.776,223059,0.652,0.102,-9.961,0.186,175.54,0.628,24
"769",34,0.134,0.761,264000,0.698,0.328,-8.3,0.0611,119.994,0.108,9
"770",45,0.0175,0.61,155000,0.797,0.086,-7.076,0.118,108.021,0.949,16
"771",33,0.00115,0.775,154352,0.742,0.0698,-3.727,0.0444,99.944,0.735,21
"772",39,0.0535,0.543,205773,0.616,0.555,-8.711,0.0266,111.079,0.45,23
"773",62,0.0324,0.803,299133,0.722,0.0763,-6.421,0.0377,139.981,0.857,10
"774",41,0.0671,0.704,186594,0.936,0.0806,-3.149,0.0913,141.957,0.228,25
"775",29,0.0101,0.592,351053,0.941,0.116,-3.832,0.0491,141.957,0.785,17
"776",38,0.334,0.779,242154,0.411,0.0443,-8.479,0.0484,78.08,0.663,30
"777",39,0.0141,0.573,208017,0.988,0.343,-2.537,0.0833,150.022,0.187,18
"780",46,0.00135,0.849,254520,0.509,0.118,-10.47,0.119,98.345,0.335,29
"781",61,0.00556,0.625,315347,0.8,0.0751,-8.161,0.0458,107.258,0.467,11
"782",37,0.00265,0.601,208000,0.972,0.226,-1.36,0.135,149.998,0.0704,8
"783",39,0.172,0.696,247889,0.421,0.198,-10.089,0.0315,96.02,0.938,10
"785",26,0.0544,0.786,353400,0.986,0.476,-6.369,0.0539,131.642,0.908,10
"786",53,0.0648,0.592,268949,0.536,0.588,-10.333,0.0451,176.004,0.361,8
"787",26,4.24e-05,0.567,190000,0.851,0.141,-3.35,0.0394,149.93,0.0396,7
"788",32,0.354,0.709,357533,0.263,0.0686,-22.191,0.0442,108.925,0.233,3
"789",35,0.837,0.366,67316,0.699,0.135,-8.137,0.0481,90.986,0.0393,22
"792",44,0.0395,0.682,333000,0.845,0.0973,-5.268,0.0577,126.041,0.133,7
"793",29,0.00252,0.509,266563,0.831,0.092,-2.88,0.0379,140.019,0.083,31
"794",46,0.132,0.661,273467,0.721,0.287,-7.808,0.0432,104.978,0.373,13
"795",40,0.0451,0.874,203598,0.733,0.133,-8.314,0.043,125.034,0.231,9
"796",45,0.0571,0.66,189045,0.789,0.102,-4.892,0.0642,140.03,0.315,23
"797",52,0.12,0.511,209826,0.524,0.237,-8.342,0.0303,85.03,0.491,23
"798",41,0.17,0.438,192693,0.457,0.0858,-8.314,0.0332,91.725,0.0504,21
"799",38,0.0128,0.684,255747,0.953,0.375,-1.685,0.0819,113.012,0.51,63
"800",25,0.205,0.896,343986,0.707,0.05,-6.743,0.0677,113.016,0.751,16
"805",40,0.000306,0.61,204000,0.933,0.166,-3.835,0.0863,140.081,0.498,5
"806",38,0.964,0.515,239053,0.485,0.115,-11.303,0.0323,91.185,0.2,29
"807",55,0.00925,0.718,249533,0.757,0.0851,-11.869,0.0327,123.473,0.646,45
"809",51,0.615,0.913,363095,0.141,0.084,-14.659,0.105,141.957,0.364,6
"810",49,0.00715,0.528,269189,0.853,0.107,-5.154,0.0877,141.957,0.319,7
"811",36,0.00207,0.765,344400,0.493,0.0966,-6.834,0.0422,126.97,0.742,11
"812",31,0.313,0.616,358387,0.464,0.109,-17.747,0.0471,177.829,0.113,5
"813",33,0.173,0.228,257947,0.537,0.0673,-9.134,0.0435,72.863,0.173,7
"814",41,0.0924,0.785,317240,0.865,0.109,-10.809,0.0387,98.014,0.788,14
"815",41,0.000346,0.377,296250,0.92,0.195,-3.233,0.0529,140.102,0.141,15
"816",25,0.0004219999999999,0.577,212571,0.935,0.159,-1.923,0.0631,140.034,0.233,7
"817",47,0.181,0.485,190907,0.874,0.651,-6.821,0.0827,111.74,0.528,7
"819",34,0.146,0.696,170194,0.775,0.107,-3.195,0.0607,152.039,0.317,6
"821",32,0.000571,0.537,240000,0.732,0.116,-7.257,0.0529,140.001,0.28,26
"823",34,0.0426,0.664,233213,0.941,0.0881,-5.665,0.0472,111.939,0.455,14
"826",51,0.659,0.835,246284,0.514,0.0823,-9.441,0.0844,90,0.571,26
"827",27,0.165,0.533,383600,0.984,0.101,-6.455,0.0649,144.017,0.647,32
"828",38,0.43,0.861,185907,0.539,0.119,-11.271,0.0632,121.073,0.442,15
"830",35,0.0471,0.518,243813,0.659,0.121,-7.249,0.0308,157.053,0.13,4
"831",41,0.417,0.608,239640,0.448,0.0924,-10.254,0.049,121.406,0.0892,15
"833",44,0.00629,0.527,259659,0.962,0.126,-4.122,0.123,174.138,0.383,18
"834",41,0.546,0.694,241116,0.52,0.341,-10.842,0.0894,82.513,0.512,18
"835",26,0.00075,0.458,203143,0.887,0.105,-4.953,0.0677,141.957,0.101,28
"836",29,0.00144,0.49,312000,0.903,0.667,-4.605,0.0388,141.957,0.0906,22
"837",36,0.106,0.624,308373,0.819,0.137,-7.428,0.0299,105.133,0.54,6
"838",40,0.722,0.419,208267,0.208,0.108,-14.751,0.0339,148.07,0.108,23
"839",41,0.2,0.849,193311,0.287,0.0612,-15.188,0.188,139.007,0.356,13
"840",31,0.0997,0.597,257778,0.786,0.247,-3.46,0.0579999999999999,67.502,0.49,11
"841",39,0.0472,0.629,348526,0.746,0.085,-9.195,0.033,141.957,0.189,13
"844",31,0.209,0.692,234307,0.699,0.117,-9.356,0.0707,111.97,0.388,14
"845",31,0.736,0.426,363814,0.418,0.0608,-11.657,0.0357,143.719,0.0785,36
"846",44,0.342,0.703,268467,0.411,0.0895,-13.881,0.0346,136.139,0.763,21
"849",39,0.00332,0.725,174387,0.98,0.129,-3.685,0.147,129.97,0.0707,17
"850",31,0.0309,0.493,195097,0.891,0.128,-2.269,0.0454,77.455,0.333,27
"851",33,0.0217,0.471,281418,0.948,0.382,-6.057,0.0762,174.059,0.106,14
"852",33,0.0568,0.686,243285,0.95,0.846,-2.341,0.0475,128.032,0.0948,21
"853",22,0.611,0.236,96040,0.377,0.11,-10.449,0.0322,130.228,0.0385,22
"854",36,0.0497,0.669,190119,0.793,0.142,-6.898,0.153,127.994,0.439,12
"855",35,0.00519,0.621,274467,0.903,0.121,-9.548,0.139,107.002,0.525,28
"857",48,0.00707,0.533,222000,0.958,0.11,-3.909,0.0569,160.051,0.295,9
"858",60,0.169,0.57,225429,0.853,0.373,-4.255,0.0313,140.07,0.352,5
"860",21,0.509,0.212,319553,0.343,0.0802,-11.749,0.0337,158.878,0.152,17
"862",27,0.0037799999999999,0.804,189370,0.685,0.11,-7.404,0.0521,141.957,0.222,8
"863",39,0.186,0.632,237778,0.791,0.0648,-8.298,0.0407,108.022,0.251,8
"864",45,0.00794,0.641,234240,0.887,0.29,-1.699,0.106,124.976,0.383,22
"866",29,0.000377,0.46,240707,0.798,0.404,-3.948,0.0507,141.957,0.386,10
"867",39,0.0507,0.281,214737,0.774,0.261,-7.528,0.172,141.957,0.313,28
"868",32,0.677,0.736,251707,0.423,0.065,-7.357,0.0332,88.015,0.804,41
"869",54,0.155,0.65,386973,0.741,0.175,-8.368,0.118,110.179,0.751,25
"870",34,0.0688,0.752,221267,0.596,0.0995,-8.054,0.053,82.718,0.454,4
"871",37,0.0196,0.676,235355,0.928,0.122,-2.194,0.0824,155.003,0.579,33
"872",50,0.00031,0.7,151350,0.913,0.655,-3.027,0.0725,100.033,0.189,32
"873",29,0.454,0.392,205333,0.359,0.106,-12.919,0.0899,79.031,0.121,6
"874",23,0.0326,0.676,343600,0.754,0.374,-11.037,0.0457,110.027,0.748,19
"875",40,0.0178,0.636,214556,0.954,0.638,-3.248,0.12,100.977,0.636,36
"876",34,0.00449,0.555,166400,0.969,0.332,-3.499,0.0785,149.979,0.0958,7
"877",38,0.00186,0.485,295360,0.594,0.115,-13.563,0.0335,173.456,0.344,10
"878",40,0.557,0.553,232887,0.62,0.0901,-11.102,0.0365,91.137,0.251,15
"879",46,0.635,0.515,250360,0.336,0.0637,-9.812,0.0286,152.405,0.327,29
